Internal ID;Name;PE  Rubro Estado Finan. Codigo;PE Rubro Estado Finan. Catalogo;PE Rubro Estado Finan. Reporte;PE Rubro Estado Finan. Totalizador;PE Rubro Estado Finan. Sub Codigos
15;- Inmuebles, Maquinaria y Equipo;4C0108;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
16;A valor Razonable con Cambios en Resultados;1,00E+115;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
17;A Vencimiento;1,00E+216;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
18;A Vencimiento;1,00E+117;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
19;Acciones de Inversion;1C0703;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
20;Acciones de Inversion;1D0703;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
21;Acciones de Inversion;1G0703;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
22;Acciones en Tesoreria;1E0812;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
23;Acciones en Tesoreria;4C0114;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
24;Acciones en Tesoreria;4C0214;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
25;Acciones Propias en Cartera;1554;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;10;F;
26;Acciones Propias en Cartera;1F3314;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;10;F;
27;Acciones Propias en Cartera;1D0711;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
28;Acciones Propias en Cartera;1G0711;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
29;ACTIVO INTANGIBLE DISTINTO DE LA PLUSVALIA;1F1907;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;10;F;
30;Activo no Corrientes Mantenidos para la Venta (neto);1,00E+223;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
31;Activo por Impuesto a la Renta  Diferido;1,00E+219;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
32;Activo por Impuesto a la Renta Diferido;1A0221;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);10;F;
33;Activo por Impuesto a la Renta y Participaciones Diferidos;1C0207;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
34;Activo por Reservas Tecnicas a cargo de reaseguradoras;1,00E+125;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
35;Activos  Intangibles (neto);1C0206;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
36;Activos  Intangibles (neto);1A0206;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);10;F;
37;Activos  intangibles distintos  de la plusvalia;1G0206;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
38;Activos  intangibles distintos  de la plusvalia;1D0206;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
39;Activos Biologicos;1D0112;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
40;Activos Biologicos;1C0216;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
41;Activos Biologicos;1G0112;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
42;Activos Biologicos;1C0112;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
43;Activos Biologicos;1D0216;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
44;Activos Biologicos;1G0216;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
45;Activos concedidos en custodia o garantia;500;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;10;F;
46;Activos en titulizacion, neto;1T0104;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
47;Activos en titulizacion, neto;1T0201;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
48;Activos Financieros al Valor Razonable con cambios en Ganancias y Perdidas;1C0110;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
49;Activos Financieros Disponibles para la Venta;5A0210;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
50;Activos Financieros Disponibles para la Venta;1C0111;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
51;Activos Financieros Disponibles para la Venta;1C0213;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
52;Activos Financieros Disponibles para la Venta;5A0110;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
53;Activos Financieros mantenidos hasta el Vencimiento;1C0116;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
54;Activos Financieros mantenidos hasta el Vencimiento;1C0215;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
55;Activos Intangibles (Neto);1,00E+208;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
56;Activos Intangibles distintos de la Plusvalia;1124;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;10;F;
57;Activos no Corrientes mantenidos para la Venta;1C0115;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
58;ACTIVOS NO CORRIENTES MANTENIDOS PARA LA VENTA;1F1917;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;10;F;
59;Activos no corrientes o grupos de activos mantenidas para la Venta;2217;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;9;F;
60;Activos no corrientes o grupos de activos mantenidas para la Venta;2220;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;9;F;
61;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para Distribuir a los Propietarios;1D0120;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
62;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para Distribuir a los Propietarios;1G0120;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
63;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para Distribuir a los Propietarios;1104;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;10;F;
64;Activos no corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta;1103;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;10;F;
65;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta;1D0119;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
66;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta;1G0119;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
67;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta o como Mantenidos para Distribuir a los Propietarios;1G0115;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
68;Activos no Corrientes o Grupos de Activos para su Disposicion Clasificados como Mantenidos para la Venta o como Mantenidos para Distribuir a los Propietarios;1D0115;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
69;Activos por Impuestos a las Ganancias;1G0117;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
70;Activos por Impuestos a las Ganancias;1D0117;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
71;Activos por Impuestos a las Ganancias;1097;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;10;F;
72;Activos por impuestos diferidos;1D0207;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
73;Activos por impuestos diferidos;1G0207;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
74;Activos por Impuestos Diferidos;1126;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;10;F;
75;Activos por Instrumentos Financieros Derivados;1C0108;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
76;Activos por Instrumentos Financieros Derivados;1C0210;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
77;Activos por Reservas Tecnicas a cargo de reaseguradores;1,00E+221;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
78;Adeudos y Obligaciones con el Banco Central de Reserva del Perœ;1F2402;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;10;F;
79;Adeudos y obligaciones con el Banco Central de Reserva del Perœ;2F0429;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;9;F;
80;Adeudos y Obligaciones con Empresas del Exterior y Organismos Financieros Internacionales;1F2404;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;10;F;
81;Adeudos y Obligaciones con Empresas e instituciones financieras del  pais;1F2403;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;10;F;
82;Adeudos y Obligaciones con Instituciones Financieras del Exter. y Organ. Financ. Internac.;2F0414;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;9;F;
83;Adeudos y obligaciones del sistema financiero del pais;2F0430;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;9;F;
84;ADEUDOS Y OBLIGACIONES FINANCIERAS;1F2401;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;10;F;
85;Adeudos y obligaciones financieras;2F0404;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;9;F;
86;Adquisicion de Otras Participaciones en el Patrimonio;3D0323;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
87;Adquisicion de Otras Participaciones en el Patrimonio;3D0323;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
88;Adquisicion de Otras Participaciones en el Patrimonio;3G0323;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
89;Adquisicion de Otras Participaciones en el Patrimonio;3G0323;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
90;Ajuste de Reservas para Riesgos Catastroficos;2E0705;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;9;F;
91;Ajuste de reservas tecnicas;3,00E+110;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
92;Ajuste de Reservas Tecnicas de Primas Cedidas;2E0401;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;9;F;
93;Ajuste de Reservas Tecnicas de Primas de Seg. y Reaseg. Aceptado;2,00E+103;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;9;F;
94;Ajustes al patrimonio;1E0811;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;10;F;
95;Ajustes al Patrimonio;1F3312;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;10;F;
96;Ajustes al Patrimonio;1A0713;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);10;F;
97;Ajustes por cambios en politicas contables;4A0226;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
98;Ajustes por cambios en politicas contables;4A0126;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
99;Ajustes por cambios en politicas contables;4F0231;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
100;Ajustes por cambios en politicas contables;4F0131;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
101;Ajustes por cambios en politicas contables;4,00E+231;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
102;Ajustes por cambios en politicas contables;4,00E+131;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
103;Ajustes por correccion de errores;4,00E+132;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
104;Ajustes por correccion de errores;4,00E+232;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
105;Ajustes por correccion de errores;4F0132;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
106;Ajustes por correccion de errores;4A0127;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
107;Ajustes por correccion de errores;4F0232;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
108;Ajustes por correccion de errores;4A0227;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
109;Ajustes por disminuciones (incrementos) en cuentas por cobrar de origen comercial;5520;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
110;Ajustes por disminuciones (incrementos) en otras cuentas por cobrar derivadas de las actividades de operacion;5521;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
111;Ajustes por ganancias (perdidas) de valor razonable;5529;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
112;Ajustes por gastos de depreciacion y amortizacion;5524;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
113;Ajustes por incrementos (disminuciones) en cuentas por pagar de origen comercial;5522;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
114;Ajustes por incrementos (disminuciones) en otras cuentas por pagar derivadas de las actividades de operacion;5523;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
115;Ajustes por provisiones;5526;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
116;Ajustes por perdidas (ganancias) de moneda extranjera no realizadas;5527;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
117;Ajustes por perdidas (ganancias) por la disposicion de activos no corrientes;5531;SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACION;;F;
118;Alquileres ganados;2T0102;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;9;F;
119;Amortizacion de Prestamos Bancarios Obtenidos;3A0315;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
120;Amortizacion de Prestamos de Vinculados;3A0321;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
121;Amortizacion o pago de Obligaciones Financieras;3C0315;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
122;Amortizacion o pago de Prestamos;3D0330;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
123;Amortizacion o pago de Prestamos;3G0330;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
124;Amortizacion o pago de Prestamos;3G0330;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
125;Amortizacion o pago de Prestamos;3D0330;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
126;Amortizacion o pago de Sobregiros Bancarios;3C0312;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;F;
127;Ampliacion de Valores de Encaje;3A0220;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;F;
128;Anotacion en Cuenta;1C1302;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
129;Anotacion en Cuenta en Curso;1C1403;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
130;Anticipos;1G0107;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
131;Anticipos;1D0220;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
132;Anticipos;1G0220;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;10;F;
133;Anticipos;1D0107;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;10;F;
134;Anticipos y Prestamos Concedidos a Terceros;3G0225;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
135;Anticipos y Prestamos Concedidos a Terceros;3D0225;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
136;Anticipos y Prestamos Concedidos a Terceros;3D0225;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
137;Anticipos y Prestamos Concedidos a Terceros;3G0225;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
138;Aportes adicionales;1T0702;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;10;F;
139;Arredamiento y posterior venta de esos activos;3G0117;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
140;Arredamiento y posterior venta de esos activos;3D0117;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
141;Asociadas y participaciones en negocios conjuntos;1F0134;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;10;F;
142;Aumento  neto (disminucion) en efectivo y equivalente de efectivo antes  del efecto de las variaciones en el tipo de cambio;3F1002;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL;;F;
143;Aumento (Dism) del Efectivo y Equivalente de Efectivo Provenientes de Actividades de Financiacion;3A03ST;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;T;Prestamos Bancarios a corto y largo plazo|Prestamos de Vinculadas|Emision de Acciones o Nuevos Aportes|Recursos provenientes de emision de titulos valores|Otros Ingresos de Efectivo Relativos a la Actividad|Amortizacion de Prestamos Bancarios Obtenidos|Amortizacion de Prestamos de Vinculados|Dividendos y otras Distribuciones|Otros Pagos de Efectivo Relativos a la Actividad
144;Aumento (Dism) del Efectivo y Equivalente de Efectivo Provenientes de Actividades de Financiacion;3C03ST;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;T;Aumento de Sobregiros Bancarios|Emision y aceptacion de Obligaciones Financieras|Emision de Acciones o Nuevos Aportes|Venta de Acciones Propias (Acciones en Tesoreria)|Otros Cobros de Efectivo Relativos a la Actividad|Amortizacion o pago de Sobregiros Bancarios|Amortizacion o pago de Obligaciones Financieras|Recompra de Acciones Propias (Acciones en Tesoreria)|Intereses y Rendimientos|Dividendos Pagados|Otros Pagos de Efectivo Relativos a la Actividad
145;Aumento (Dism) Neto de Efectivo y Equivalente de Efectivo;3E0601;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
146;Aumento (disminucion) de cuentas por pagar comerciales y otras cuentas por pagar;3D0833;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
147;Aumento (disminucion) de cuentas por pagar comerciales y otras cuentas por pagar;3G0833;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
148;Aumento (Disminucion) de Otras Provisiones;3G0815;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
149;Aumento (Disminucion) de Otras Provisiones;3D0815;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
150;Aumento (Disminucion) de otros pasivos;3,00E+135;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
151;Aumento (Disminucion) de pasivos diferidos;3,00E+115;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL;;F;
152;Aumento (Disminucion) de Provision por Beneficios a los Empleados;3D0829;SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL;;F;
153;Aumento (Disminucion) de Provision por Beneficios a los Empleados;3G0829;SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSION;;F;
154;Aumento (Disminucion) del Efectivo y Equivalente de Efectivo Provenientes de Actividades de Inversion;3C02ST;SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS;;T;Prestamos a Partes Relacionadas|Venta de Subsidiarias y otras Unidades de Negocios|Venta de Inversiones Financieras|Venta de Inversiones Inmobiliarias|Venta de Inmuebles, Maquinaria y Equipo|Venta de Activos Intangibles|Intereses y Rendimientos|Dividendos|Otros Cobros de Efectivo Relativos a la Actividad|Prestamos a Partes Relacionadas|Compra de Subsidiarias y otras Unidades de Negocios|Compra de Inversiones Financieras|Compra de Inversiones Inmobiliarias|Compra de Inmuebles, Maquinaria y Equipo|Desembolsos por Obras en Curso de Inmuebles, Maquinaria y Equipo|Compra y desarrollo de Activos Intangibles|Otros Pagos de Efectivo Relativos a la Actividad
155;Aumento (Disminucion) del Efectivo y Equivalente de Efectivo Provenientes de Actividades de Inversion;3A02ST;SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP);;T;Venta de Valores|Venta de Intangibles e Inmuebles, Maquinaria y Equipo|Devolucion de Encaje|Otros Cobros de Efectivo Relativos a la Actividad|Ampliacion de Valores de Encaje|Compra de Valores|Compra de Intangibles e Inmuebles, Maquinaria y Equipo|Otros Pagos de Efectivo Relativos a la Actividad
